benchmark,arch,rho,seed,rel_err_u,rel_err_x,obj,stop_epoch,solve_s
oscillatory,lno,1.0,43,1.3009151220321655,0.053476400673389435,0.0015614157309755683,4484,15.135470867156982
oscillatory,lno,1.0,44,1.3002557754516602,0.05350569263100624,0.0015613907016813755,5588,18.536881923675537
oscillatory,lno,10.0,42,1.101890206336975,0.04723741486668587,0.0015597469173371792,3839,12.804020881652832
oscillatory,lno,10.0,43,1.1016117334365845,0.047217585146427155,0.0015597448218613863,3670,12.129948377609253
oscillatory,lno,10.0,44,1.1016803979873657,0.04721793532371521,0.001559745753183961,4169,14.089475154876709
polynomial_tracking,deeponet,0.1,42,0.07064598798751831,0.018621983006596565,0.14890442788600922,14023,33.08632493019104
polynomial_tracking,deeponet,0.1,43,0.07066549360752106,0.018912268802523613,0.14890223741531372,13443,31.770537853240967
polynomial_tracking,deeponet,0.1,44,0.07060232758522034,0.01874874345958233,0.14890599250793457,14530,34.447304010391235
polynomial_tracking,deeponet,1.0,42,0.05051298439502716,0.009609786793589592,0.1479509323835373,10583,24.96482563018799
polynomial_tracking,deeponet,1.0,43,0.05053779110312462,0.00958973728120327,0.14795053005218506,9736,23.00701141357422
polynomial_tracking,deeponet,1.0,44,0.050530485808849335,0.009608546271920204,0.14795328676700592,10989,25.454665660858154
polynomial_tracking,deeponet,10.0,42,0.15064336359500885,0.06383898109197617,0.14410638809204102,7179,16.66824698448181
polynomial_tracking,deeponet,10.0,43,0.15064582228660583,0.06383773684501648,0.14410662651062012,6314,15.069249391555786
polynomial_tracking,deeponet,10.0,44,0.15064555406570435,0.06383650004863739,0.14410634338855743,7728,18.329356908798218
polynomial_tracking,fno,0.1,42,0.048378836363554,0.003352641360834241,0.14889395236968994,11582,44.71592116355896
polynomial_tracking,fno,0.1,43,0.04848479479551315,0.003347821068018675,0.1488945484161377,11655,45.085540533065796
polynomial_tracking,fno,0.1,44,0.04859916493296623,0.003307400271296501,0.14889511466026306,11878,45.89854097366333
polynomial_tracking,fno,1.0,42,0.02222261019051075,0.0019740082789212465,0.148747518658638,8036,30.889381885528564
polynomial_tracking,fno,1.0,43,0.022073209285736084,0.001959516666829586,0.14874786138534546,8177,31.139124870300293
polynomial_tracking,fno,1.0,44,0.022215476259589195,0.0019683262798935175,0.1487475335597992,9549,36.7640221118927
polynomial_tracking,fno,10.0,42,0.04925372451543808,0.0053528374992311,0.1486339271068573,4782,18.5232253074646
polynomial_tracking,fno,10.0,43,0.049248483031988144,0.005350850522518158,0.1486339420080185,5226,20.17817521095276
polynomial_tracking,fno,10.0,44,0.049240268766880035,0.005351554602384567,0.1486339569091797,5469,20.592700004577637
polynomial_tracking,lno,0.1,42,0.06789055466651917,0.003603159449994564,0.14928780496120453,9845,31.821449756622314
polynomial_tracking,lno,0.1,43,0.06815075129270554,0.003487793728709221,0.14928844571113586,9927,32.68227529525757
polynomial_tracking,lno,0.1,44,0.06841076910495758,0.0035177150275558233,0.14928922057151794,11048,36.35967707633972
polynomial_tracking,lno,1.0,42,0.03288665786385536,0.006238352507352829,0.14918166399002075,6616,21.75345802307129
polynomial_tracking,lno,1.0,43,0.03287455067038536,0.006252029445022345,0.14918164908885956,7039,23.162911653518677
polynomial_tracking,lno,1.0,44,0.03283773735165596,0.006267395801842213,0.14918164908885956,8529,28.06601119041443
polynomial_tracking,lno,10.0,42,0.025917600840330124,0.006686911452561617,0.14915810525417328,4024,13.187416076660156
polynomial_tracking,lno,10.0,43,0.025921719148755074,0.006694341078400612,0.1491580605506897,4272,14.051654815673828
polynomial_tracking,lno,10.0,44,0.025939181447029114,0.0066828313283622265,0.14915812015533447,5022,16.395201683044434
nonlinear,deeponet,0.1,42,0.11490415781736374,0.012749106623232365,-0.10451139509677887,34972,79.97054052352905
nonlinear,deeponet,0.1,43,0.1505739390850067,0.013540194369852543,-0.10427521914243698,42407,95.67942070960999
nonlinear,deeponet,0.1,44,0.11472959071397781,0.01264913473278284,-0.1045195609331131,40484,91.20111107826233
nonlinear,deeponet,1.0,42,0.1306677609682083,0.0027997198048979044,-0.10691043734550476,17765,39.59371042251587
nonlinear,deeponet,1.0,43,0.13612762093544006,0.003121807472780347,-0.1069503203034401,20089,45.70887231826782
nonlinear,deeponet,1.0,44,0.13071304559707642,0.0028345566242933273,-0.10690581798553467,19214,43.04331922531128
nonlinear,deeponet,10.0,42,0.3224433958530426,0.06040311977267265,-0.11747538298368454,17380,40.142088890075684
nonlinear,deeponet,10.0,43,0.3052595257759094,0.059090692549943924,-0.11779901385307312,15070,33.76637101173401
nonlinear,deeponet,10.0,44,0.309518963098526,0.0593373067677021,-0.11768175661563873,15956,35.80089998245239
nonlinear,fno,0.1,42,0.1816912293434143,0.005876829847693443,-0.10113506019115448,8125,33.74192929267883
nonlinear,fno,0.1,43,0.18167425692081451,0.005876639392226934,-0.10113503783941269,7831,32.62847971916199
nonlinear,fno,0.1,44,0.1816912144422531,0.005877095274627209,-0.10113503783941269,7775,31.821987867355347
nonlinear,fno,1.0,42,0.18160705268383026,0.0058760568499565125,-0.10113440454006195,7860,32.556602001190186
nonlinear,fno,1.0,43,0.1816118210554123,0.005876288283616304,-0.10113431513309479,7823,32.39355182647705
nonlinear,fno,1.0,44,0.18163064122200012,0.005876794923096895,-0.10113421827554703,7799,32.60511350631714
nonlinear,fno,10.0,42,0.18134275078773499,0.005880110431462526,-0.10112464427947998,8058,33.517722845077515
nonlinear,fno,10.0,43,0.18133600056171417,0.005880128126591444,-0.101124607026577,7958,33.193633794784546
nonlinear,fno,10.0,44,0.18135787546634674,0.005880518350750208,-0.10112465918064117,8002,33.17291498184204
nonlinear,lno,0.1,42,1.8271734714508057,0.27871328592300415,-0.02186259627342224,13914,60.62911939620972
nonlinear,lno,0.1,43,2.0120577812194824,0.3408130705356598,0.22144341468811035,14501,63.54048204421997
nonlinear,lno,0.1,44,2.291555404663086,0.41126748919487,0.4946630597114563,15263,66.86383557319641
nonlinear,lno,1.0,42,1.7674164772033691,0.2688591480255127,-0.034113913774490356,9781,42.909478187561035
nonlinear,lno,1.0,43,1.76743483543396,0.26885977387428284,-0.034112364053726196,10065,43.745198249816895
nonlinear,lno,1.0,44,1.767362117767334,0.2688392400741577,-0.034116894006729126,11630,50.068875551223755
nonlinear,lno,10.0,42,1.492883563041687,0.20703062415122986,-0.052535027265548706,6974,30.559370517730713
nonlinear,lno,10.0,43,1.492931842803955,0.20704416930675507,-0.05253344774246216,7228,31.595206022262573
nonlinear,lno,10.0,44,1.4929472208023071,0.2070453017950058,-0.052532702684402466,8062,35.34845304489136
singular_arc,deeponet,0.1,42,0.4890429675579071,0.4651443362236023,3.0663235187530518,8121,19.413249731063843
singular_arc,deeponet,0.1,43,0.4890429973602295,0.4651443064212799,3.06632399559021,7933,18.978384256362915
singular_arc,deeponet,0.1,44,0.4890432059764862,0.46514418721199036,3.0663249492645264,7800,18.671845197677612
singular_arc,deeponet,1.0,42,0.2873006761074066,0.1977797895669937,2.1729612350463867,7521,17.939796447753906
singular_arc,deeponet,1.0,43,0.28729844093322754,0.19777889549732208,2.172960042953491,6850,16.350289821624756
singular_arc,deeponet,1.0,44,0.2872990667819977,0.19777952134609222,2.1729609966278076,6967,16.706572771072388
singular_arc,deeponet,10.0,42,0.4156993627548218,1.0702879428863525,0.8092712759971619,8912,21.357388973236084
singular_arc,deeponet,10.0,43,0.41569939255714417,1.0702879428863525,0.8092712759971619,9369,22.494581937789917
singular_arc,deeponet,10.0,44,0.41569939255714417,1.0702879428863525,0.8092712163925171,9043,21.649031162261963
singular_arc,fno,0.1,42,0.4874030649662018,0.35714128613471985,3.004418134689331,10046,46.64834904670715
singular_arc,fno,0.1,43,0.4774487316608429,0.3647140562534332,2.957087516784668,9349,43.768064975738525
singular_arc,fno,0.1,44,0.540572464466095,0.36939021944999695,3.06341552734375,11814,55.017301082611084
singular_arc,fno,1.0,42,0.2572258710861206,0.1253182590007782,2.0551798343658447,8288,38.74593925476074
singular_arc,fno,1.0,43,0.24286647140979767,0.1278274804353714,2.044180154800415,8832,41.41983485221863
singular_arc,fno,1.0,44,0.24286599457263947,0.12782743573188782,2.0441789627075195,9143,43.19587826728821
singular_arc,fno,10.0,42,0.3201829791069031,0.7818338871002197,1.042693018913269,7811,36.46482038497925
singular_arc,fno,10.0,43,0.3123714327812195,0.9223459959030151,0.9554438591003418,6896,32.144097566604614
singular_arc,fno,10.0,44,0.3189130127429962,0.9389967918395996,0.9379757642745972,6913,32.327285051345825
singular_arc,lno,0.1,42,0.478989839553833,0.44918200373649597,3.104748249053955,8799,31.180798530578613
singular_arc,lno,0.1,43,0.4790055751800537,0.4491793215274811,3.104768753051758,9787,34.97983360290527
singular_arc,lno,0.1,44,0.47900158166885376,0.4491784870624542,3.1047651767730713,8993,32.14555597305298
singular_arc,lno,1.0,42,0.2565397620201111,0.18656061589717865,2.1824207305908203,6693,24.07401132583618
singular_arc,lno,1.0,43,0.25653916597366333,0.1865624189376831,2.1824185848236084,6955,24.980473279953003
singular_arc,lno,1.0,44,0.2565411329269409,0.18656082451343536,2.182417154312134,7098,25.611161947250366
singular_arc,lno,10.0,42,0.32537025213241577,0.8501749038696289,0.9442983865737915,7034,25.211280345916748
singular_arc,lno,10.0,43,0.3253689110279083,0.8501729965209961,0.944298505783081,6657,23.851735830307007
singular_arc,lno,10.0,44,0.3253687620162964,0.8501735329627991,0.9442988634109497,6753,24.261831998825073
